case,event,startTime,completeTime
74,N,2019/01/11 17:11:27.628,2019/01/11 17:11:27.628
77,E,2019/01/11 17:14:17.522,2019/01/11 17:14:17.522
77,G,2019/01/11 17:19:38.704,2019/01/11 17:19:38.704
78,A,2019/01/11 17:20:00.000,2019/01/11 17:20:00.000
78,B,2019/01/11 17:24:43.422,2019/01/11 17:24:43.422
77,H,2019/01/11 17:25:32.260,2019/01/11 17:25:32.260
78,C,2019/01/11 17:29:50.571,2019/01/11 17:29:50.571
78,A,2019/01/11 17:35:14.682,2019/01/11 17:35:14.682
79,A,2019/01/11 17:40:00.000,2019/01/11 17:40:00.000
78,F,2019/01/11 17:40:56.982,2019/01/11 17:40:56.982
79,B,2019/01/11 17:45:44.070,2019/01/11 17:45:44.070
78,D,2019/01/11 17:46:26.037,2019/01/11 17:46:26.037
79,C,2019/01/11 17:50:48.078,2019/01/11 17:50:48.078
78,E,2019/01/11 17:51:18.491,2019/01/11 17:51:18.491
79,A,2019/01/11 17:55:18.162,2019/01/11 17:55:18.162
78,G,2019/01/11 17:55:58.533,2019/01/11 17:55:58.533
80,A,2019/01/11 18:00:00.000,2019/01/11 18:00:00.000
79,F,2019/01/11 18:00:04.691,2019/01/11 18:00:04.691
78,I,2019/01/11 18:01:20.199,2019/01/11 18:01:20.199
79,D,2019/01/11 18:05:14.498,2019/01/11 18:05:14.498
78,J,2019/01/11 18:05:31.491,2019/01/11 18:05:31.491
80,B,2019/01/11 18:05:52.711,2019/01/11 18:05:52.711
79,E,2019/01/11 18:10:10.840,2019/01/11 18:10:10.840
78,K,2019/01/11 18:10:23.161,2019/01/11 18:10:23.161
80,C,2019/01/11 18:10:32.253,2019/01/11 18:10:32.253
80,A,2019/01/11 18:14:49.897,2019/01/11 18:14:49.897
79,G,2019/01/11 18:14:51.758,2019/01/11 18:14:51.758
78,M,2019/01/11 18:15:24.627,2019/01/11 18:15:24.627
79,I,2019/01/11 18:19:16.744,2019/01/11 18:19:16.744
80,F,2019/01/11 18:19:31.604,2019/01/11 18:19:31.604
81,A,2019/01/11 18:20:00.000,2019/01/11 18:20:00.000
78,O,2019/01/11 18:20:23.581,2019/01/11 18:20:23.581
79,J,2019/01/11 18:23:53.449,2019/01/11 18:23:53.449
80,D,2019/01/11 18:24:39.953,2019/01/11 18:24:39.953
81,F,2019/01/11 18:25:30.846,2019/01/11 18:25:30.846
79,L,2019/01/11 18:28:31.197,2019/01/11 18:28:31.197
80,E,2019/01/11 18:29:38.812,2019/01/11 18:29:38.812
81,D,2019/01/11 18:30:54.613,2019/01/11 18:30:54.613
79,M,2019/01/11 18:33:17.110,2019/01/11 18:33:17.110
80,G,2019/01/11 18:33:59.124,2019/01/11 18:33:59.124
81,E,2019/01/11 18:36:14.912,2019/01/11 18:36:14.912
79,O,2019/01/11 18:38:03.909,2019/01/11 18:38:03.909
80,H,2019/01/11 18:38:51.704,2019/01/11 18:38:51.704
82,A,2019/01/11 18:40:00.000,2019/01/11 18:40:00.000
81,G,2019/01/11 18:40:46.123,2019/01/11 18:40:46.123
82,F,2019/01/11 18:45:16.504,2019/01/11 18:45:16.504
81,H,2019/01/11 18:46:25.075,2019/01/11 18:46:25.075
82,D,2019/01/11 18:50:27.789,2019/01/11 18:50:27.789
82,E,2019/01/11 18:55:35.570,2019/01/11 18:55:35.570
83,A,2019/01/11 19:00:00.000,2019/01/11 19:00:00.000
82,G,2019/01/11 19:00:49.249,2019/01/11 19:00:49.249
82,I,2019/01/11 19:04:58.748,2019/01/11 19:04:58.748
83,F,2019/01/11 19:05:20.431,2019/01/11 19:05:20.431
82,J,2019/01/11 19:08:52.809,2019/01/11 19:08:52.809
83,D,2019/01/11 19:10:38.647,2019/01/11 19:10:38.647
82,L,2019/01/11 19:13:44.502,2019/01/11 19:13:44.502
83,E,2019/01/11 19:15:07.038,2019/01/11 19:15:07.038
82,M,2019/01/11 19:19:10.711,2019/01/11 19:19:10.711
83,G,2019/01/11 19:19:40.967,2019/01/11 19:19:40.967
84,A,2019/01/11 19:20:00.000,2019/01/11 19:20:00.000
82,O,2019/01/11 19:24:50.062,2019/01/11 19:24:50.062
83,H,2019/01/11 19:25:04.052,2019/01/11 19:25:04.052
84,F,2019/01/11 19:25:39.409,2019/01/11 19:25:39.409
84,D,2019/01/11 19:30:02.065,2019/01/11 19:30:02.065
84,E,2019/01/11 19:35:23.682,2019/01/11 19:35:23.682
85,A,2019/01/11 19:40:00.000,2019/01/11 19:40:00.000
84,G,2019/01/11 19:40:57.150,2019/01/11 19:40:57.150
85,B,2019/01/11 19:44:26.346,2019/01/11 19:44:26.346
84,H,2019/01/11 19:45:25.819,2019/01/11 19:45:25.819
85,C,2019/01/11 19:49:23.992,2019/01/11 19:49:23.992
85,A,2019/01/11 19:54:32.852,2019/01/11 19:54:32.852
85,F,2019/01/11 19:59:40.236,2019/01/11 19:59:40.236
86,A,2019/01/11 20:00:00.000,2019/01/11 20:00:00.000
86,B,2019/01/11 20:04:29.346,2019/01/11 20:04:29.346
85,D,2019/01/11 20:04:49.232,2019/01/11 20:04:49.232
85,E,2019/01/11 20:08:22.583,2019/01/11 20:08:22.583
86,C,2019/01/11 20:10:12.865,2019/01/11 20:10:12.865
85,G,2019/01/11 20:13:20.567,2019/01/11 20:13:20.567
86,A,2019/01/11 20:14:53.089,2019/01/11 20:14:53.089
85,I,2019/01/11 20:18:25.809,2019/01/11 20:18:25.809
86,F,2019/01/11 20:19:22.343,2019/01/11 20:19:22.343
87,A,2019/01/11 20:20:00.000,2019/01/11 20:20:00.000
85,J,2019/01/11 20:22:43.556,2019/01/11 20:22:43.556
86,D,2019/01/11 20:24:19.955,2019/01/11 20:24:19.955
87,F,2019/01/11 20:25:40.822,2019/01/11 20:25:40.822
85,L,2019/01/11 20:27:19.226,2019/01/11 20:27:19.226
86,E,2019/01/11 20:29:44.393,2019/01/11 20:29:44.393
87,D,2019/01/11 20:30:51.375,2019/01/11 20:30:51.375
85,M,2019/01/11 20:32:14.567,2019/01/11 20:32:14.567
86,G,2019/01/11 20:35:13.612,2019/01/11 20:35:13.612
87,E,2019/01/11 20:36:12.787,2019/01/11 20:36:12.787
85,O,2019/01/11 20:37:59.331,2019/01/11 20:37:59.331
88,A,2019/01/11 20:40:00.000,2019/01/11 20:40:00.000
86,I,2019/01/11 20:40:02.306,2019/01/11 20:40:02.306
87,G,2019/01/11 20:41:02.979,2019/01/11 20:41:02.979
86,J,2019/01/11 20:44:40.567,2019/01/11 20:44:40.567
88,B,2019/01/11 20:45:09.276,2019/01/11 20:45:09.276
87,H,2019/01/11 20:45:49.813,2019/01/11 20:45:49.813
86,L,2019/01/11 20:50:08.998,2019/01/11 20:50:08.998
88,C,2019/01/11 20:50:44.066,2019/01/11 20:50:44.066
88,A,2019/01/11 20:55:14.514,2019/01/11 20:55:14.514
86,M,2019/01/11 20:56:08.199,2019/01/11 20:56:08.199
89,A,2019/01/11 21:00:00.000,2019/01/11 21:00:00.000
88,F,2019/01/11 21:00:33.775,2019/01/11 21:00:33.775
86,N,2019/01/11 21:01:21.096,2019/01/11 21:01:21.096
89,B,2019/01/11 21:05:16.531,2019/01/11 21:05:16.531
88,D,2019/01/11 21:05:29.831,2019/01/11 21:05:29.831
89,C,2019/01/11 21:09:24.939,2019/01/11 21:09:24.939
88,E,2019/01/11 21:11:01.810,2019/01/11 21:11:01.810
89,A,2019/01/11 21:13:26.495,2019/01/11 21:13:26.495
88,G,2019/01/11 21:16:21.104,2019/01/11 21:16:21.104
89,F,2019/01/11 21:18:49.189,2019/01/11 21:18:49.189
90,A,2019/01/11 21:20:00.000,2019/01/11 21:20:00.000
88,H,2019/01/11 21:21:22.910,2019/01/11 21:21:22.910
89,D,2019/01/11 21:24:24.986,2019/01/11 21:24:24.986
90,F,2019/01/11 21:24:45.076,2019/01/11 21:24:45.076
89,E,2019/01/11 21:29:11.618,2019/01/11 21:29:11.618
90,D,2019/01/11 21:29:55.072,2019/01/11 21:29:55.072
90,E,2019/01/11 21:33:44.194,2019/01/11 21:33:44.194
89,G,2019/01/11 21:34:03.391,2019/01/11 21:34:03.391
89,I,2019/01/11 21:38:11.847,2019/01/11 21:38:11.847
90,G,2019/01/11 21:38:30.842,2019/01/11 21:38:30.842
91,A,2019/01/11 21:40:00.000,2019/01/11 21:40:00.000
89,J,2019/01/11 21:42:55.696,2019/01/11 21:42:55.696
90,I,2019/01/11 21:43:37.460,2019/01/11 21:43:37.460
91,F,2019/01/11 21:44:53.413,2019/01/11 21:44:53.413
89,L,2019/01/11 21:48:23.795,2019/01/11 21:48:23.795
90,J,2019/01/11 21:49:12.087,2019/01/11 21:49:12.087
91,D,2019/01/11 21:49:26.391,2019/01/11 21:49:26.391
89,M,2019/01/11 21:53:10.700,2019/01/11 21:53:10.700
90,K,2019/01/11 21:53:43.033,2019/01/11 21:53:43.033
91,E,2019/01/11 21:54:40.438,2019/01/11 21:54:40.438
89,O,2019/01/11 21:57:43.047,2019/01/11 21:57:43.047
90,M,2019/01/11 21:58:50.484,2019/01/11 21:58:50.484
91,G,2019/01/11 21:59:58.443,2019/01/11 21:59:58.443
92,A,2019/01/11 22:00:00.000,2019/01/11 22:00:00.000
90,O,2019/01/11 22:04:53.244,2019/01/11 22:04:53.244
92,F,2019/01/11 22:05:10.628,2019/01/11 22:05:10.628
91,H,2019/01/11 22:06:34.307,2019/01/11 22:06:34.307
92,D,2019/01/11 22:10:07.489,2019/01/11 22:10:07.489
92,E,2019/01/11 22:14:42.173,2019/01/11 22:14:42.173
92,G,2019/01/11 22:19:49.973,2019/01/11 22:19:49.973
93,A,2019/01/11 22:20:00.000,2019/01/11 22:20:00.000
92,I,2019/01/11 22:25:08.551,2019/01/11 22:25:08.551
93,B,2019/01/11 22:25:32.325,2019/01/11 22:25:32.325
92,J,2019/01/11 22:29:53.504,2019/01/11 22:29:53.504
93,C,2019/01/11 22:30:52.347,2019/01/11 22:30:52.347
92,K,2019/01/11 22:35:04.028,2019/01/11 22:35:04.028
93,A,2019/01/11 22:35:53.740,2019/01/11 22:35:53.740
94,A,2019/01/11 22:40:00.000,2019/01/11 22:40:00.000
92,M,2019/01/11 22:40:00.656,2019/01/11 22:40:00.656
93,F,2019/01/11 22:40:58.064,2019/01/11 22:40:58.064
94,F,2019/01/11 22:44:51.965,2019/01/11 22:44:51.965
92,N,2019/01/11 22:45:06.464,2019/01/11 22:45:06.464
93,D,2019/01/11 22:45:37.506,2019/01/11 22:45:37.506
94,D,2019/01/11 22:49:25.454,2019/01/11 22:49:25.454
93,E,2019/01/11 22:51:40.510,2019/01/11 22:51:40.510
94,E,2019/01/11 22:55:19.476,2019/01/11 22:55:19.476
93,G,2019/01/11 22:56:02.087,2019/01/11 22:56:02.087
95,A,2019/01/11 23:00:00.000,2019/01/11 23:00:00.000
94,G,2019/01/11 23:00:57.913,2019/01/11 23:00:57.913
93,H,2019/01/11 23:01:10.473,2019/01/11 23:01:10.473
95,B,2019/01/11 23:04:56.367,2019/01/11 23:04:56.367
94,H,2019/01/11 23:05:44.194,2019/01/11 23:05:44.194
95,C,2019/01/11 23:09:24.778,2019/01/11 23:09:24.778
95,A,2019/01/11 23:14:39.364,2019/01/11 23:14:39.364
95,B,2019/01/11 23:19:17.456,2019/01/11 23:19:17.456
96,A,2019/01/11 23:20:00.000,2019/01/11 23:20:00.000
95,C,2019/01/11 23:24:30.239,2019/01/11 23:24:30.239
96,B,2019/01/11 23:24:39.453,2019/01/11 23:24:39.453
95,A,2019/01/11 23:29:35.245,2019/01/11 23:29:35.245
96,C,2019/01/11 23:29:47.240,2019/01/11 23:29:47.240
96,A,2019/01/11 23:34:49.125,2019/01/11 23:34:49.125
95,B,2019/01/11 23:35:44.701,2019/01/11 23:35:44.701
96,B,2019/01/11 23:39:35.035,2019/01/11 23:39:35.035
95,C,2019/01/11 23:39:50.059,2019/01/11 23:39:50.059
97,A,2019/01/11 23:40:00.000,2019/01/11 23:40:00.000
95,A,2019/01/11 23:44:28.326,2019/01/11 23:44:28.326
97,B,2019/01/11 23:44:58.456,2019/01/11 23:44:58.456
96,C,2019/01/11 23:45:36.827,2019/01/11 23:45:36.827
95,F,2019/01/11 23:49:23.729,2019/01/11 23:49:23.729
97,C,2019/01/11 23:49:27.892,2019/01/11 23:49:27.892
96,A,2019/01/11 23:50:13.482,2019/01/11 23:50:13.482
97,A,2019/01/11 23:54:24.542,2019/01/11 23:54:24.542
95,D,2019/01/11 23:54:45.250,2019/01/11 23:54:45.250
96,F,2019/01/11 23:54:51.268,2019/01/11 23:54:51.268
98,A,2019/01/12 00:00:00.000,2019/01/12 00:00:00.000
96,D,2019/01/12 00:00:00.823,2019/01/12 00:00:00.823
95,E,2019/01/12 00:00:10.640,2019/01/12 00:00:10.640
97,B,2019/01/12 00:00:15.336,2019/01/12 00:00:15.336
96,E,2019/01/12 00:03:55.023,2019/01/12 00:03:55.023
98,F,2019/01/12 00:04:38.682,2019/01/12 00:04:38.682
95,G,2019/01/12 00:05:14.783,2019/01/12 00:05:14.783
97,C,2019/01/12 00:05:18.782,2019/01/12 00:05:18.782
95,I,2019/01/12 00:08:42.492,2019/01/12 00:08:42.492
96,G,2019/01/12 00:09:16.076,2019/01/12 00:09:16.076
97,A,2019/01/12 00:09:57.888,2019/01/12 00:09:57.888
98,D,2019/01/12 00:10:06.616,2019/01/12 00:10:06.616
95,J,2019/01/12 00:14:05.042,2019/01/12 00:14:05.042
97,B,2019/01/12 00:14:21.510,2019/01/12 00:14:21.510
98,E,2019/01/12 00:15:05.059,2019/01/12 00:15:05.059
96,H,2019/01/12 00:15:20.471,2019/01/12 00:15:20.471
95,K,2019/01/12 00:18:16.844,2019/01/12 00:18:16.844
97,C,2019/01/12 00:19:07.873,2019/01/12 00:19:07.873
99,A,2019/01/12 00:20:00.000,2019/01/12 00:20:00.000
98,G,2019/01/12 00:20:19.118,2019/01/12 00:20:19.118
95,M,2019/01/12 00:23:09.816,2019/01/12 00:23:09.816
98,H,2019/01/12 00:24:24.196,2019/01/12 00:24:24.196
97,A,2019/01/12 00:24:38.158,2019/01/12 00:24:38.158
99,F,2019/01/12 00:24:48.280,2019/01/12 00:24:48.280
95,O,2019/01/12 00:28:31.724,2019/01/12 00:28:31.724
99,D,2019/01/12 00:29:36.820,2019/01/12 00:29:36.820
97,F,2019/01/12 00:30:04.965,2019/01/12 00:30:04.965
99,E,2019/01/12 00:34:46.871,2019/01/12 00:34:46.871
97,D,2019/01/12 00:35:55.617,2019/01/12 00:35:55.617
99,G,2019/01/12 00:39:37.467,2019/01/12 00:39:37.467
97,E,2019/01/12 00:40:18.798,2019/01/12 00:40:18.798
99,H,2019/01/12 00:44:00.878,2019/01/12 00:44:00.878
97,G,2019/01/12 00:45:05.682,2019/01/12 00:45:05.682
97,I,2019/01/12 00:49:31.428,2019/01/12 00:49:31.428
97,J,2019/01/12 00:53:43.191,2019/01/12 00:53:43.191
97,L,2019/01/12 00:59:17.261,2019/01/12 00:59:17.261
97,M,2019/01/12 01:04:32.430,2019/01/12 01:04:32.430
97,N,2019/01/12 01:09:24.133,2019/01/12 01:09:24.133
