case,activitypair,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
31,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,L,22893,21066,19462,8733,7195,10406,5248,0.0,3733,1988,0.0,0.0,1650,3233,0.0
31,M,24544,22717,21113,10384,8845,12057,6898,0.0,5384,3639,0.0,1650,0.0,1583,0.0
31,N,26127,24299,22695,11966,10428,13640,8481,0.0,6966,5221,0.0,3233,1583,0.0,0.0
31,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,A,0.0,1890,3608,9666,11345,7533,13245,0.0,14987,16850,18737,0.0,20796,22592,0.0
32,B,1890,0.0,1718,7776,9455,5644,11355,0.0,13097,14960,16847,0.0,18907,20703,0.0
32,C,3608,1718,0.0,6058,7737,3925,9637,0.0,11379,13242,15129,0.0,17188,18985,0.0
32,D,9666,7776,6058,0.0,1680,2132,3579,0.0,5321,7185,9071,0.0,11131,12927,0.0
32,E,11345,9455,7737,1680,0.0,3812,1900,0.0,3641,5505,7392,0.0,9451,11247,0.0
32,F,7533,5644,3925,2132,3812,0.0,5711,0.0,7453,9317,11203,0.0,13263,15059,0.0
32,G,13245,11355,9637,3579,1900,5711,0.0,0.0,1742,3605,5492,0.0,7551,9348,0.0
32,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,I,14987,13097,11379,5321,3641,7453,1742,0.0,0.0,1864,3750,0.0,5810,7606,0.0
32,J,16850,14960,13242,7185,5505,9317,3605,0.0,1864,0.0,1887,0.0,3946,5742,0.0
32,K,18737,16847,15129,9071,7392,11203,5492,0.0,3750,1887,0.0,0.0,2059,3856,0.0
32,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,M,20796,18907,17188,11131,9451,13263,7551,0.0,5810,3946,2059,0.0,0.0,1796,0.0
32,N,22592,20703,18985,12927,11247,15059,9348,0.0,7606,5742,3856,0.0,1796,0.0,0.0
32,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,A,0.0,1934,3642,14546,16136,12815,17877,19623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,B,1934,0.0,1708,12612,14202,10881,15943,17688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,C,3642,1708,0.0,10904,12494,9173,14234,15980,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,D,14546,12612,10904,0.0,1590,1731,3331,5076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,E,16136,14202,12494,1590,0.0,3321,1741,3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,F,12815,10881,9173,1731,3321,0.0,5062,6808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,G,17877,15943,14234,3331,1741,5062,0.0,1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,H,19623,17688,15980,5076,3486,6808,1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,A,0.0,1852,3904,9551,11680,7611,13372,14770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,B,1852,0.0,2052,7699,9829,5759,11520,12918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,C,3904,2052,0.0,5647,7777,3707,9469,10866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,D,9551,7699,5647,0.0,2130,1940,3822,5219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,E,11680,9829,7777,2130,0.0,4070,1692,3090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,F,7611,5759,3707,1940,4070,0.0,5762,7159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,G,13372,11520,9469,3822,1692,5762,0.0,1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,H,14770,12918,10866,5219,3090,7159,1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,A,0.0,1674,3526,30255,31725,28311,33841,35463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,B,1674,0.0,1852,28581,30051,26637,32167,33789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,C,3526,1852,0.0,26729,28200,24785,30315,31937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,D,30255,28581,26729,0.0,1471,1944,3586,5208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,E,31725,30051,28200,1471,0.0,3414,2115,3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,F,28311,26637,24785,1944,3414,0.0,5530,7152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,G,33841,32167,30315,3586,2115,5530,0.0,1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,H,35463,33789,31937,5208,3738,7152,1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,A,0.0,1567,3593,20168,21935,18857,24087,26016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,B,1567,0.0,2026,18600,20367,17290,22520,24449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,C,3593,2026,0.0,16575,18342,15264,20494,22423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,D,20168,18600,16575,0.0,1767,1311,3920,5848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,E,21935,20367,18342,1767,0.0,3078,2153,4081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,F,18857,17290,15264,1311,3078,0.0,5230,7159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,G,24087,22520,20494,3920,2153,5230,0.0,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,H,26016,24449,22423,5848,4081,7159,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,A,0.0,1843,3599,9080,10703,7243,12523,14220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,B,1843,0.0,1756,7237,8860,5400,10680,12377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,C,3599,1756,0.0,5480,7104,3644,8924,10621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,D,9080,7237,5480,0.0,1624,1836,3443,5140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,E,10703,8860,7104,1624,0.0,3460,1820,3517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,F,7243,5400,3644,1836,3460,0.0,5280,6977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,G,12523,10680,8924,3443,1820,5280,0.0,1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,H,14220,12377,10621,5140,3517,6977,1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,A,0.0,0.0,0.0,3636,5343,1759,7139,8795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,D,3636,0.0,0.0,0.0,1707,1877,3503,5159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,E,5343,0.0,0.0,1707,0.0,3584,1796,3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,F,1759,0.0,0.0,1877,3584,0.0,5380,7037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,G,7139,0.0,0.0,3503,1796,5380,0.0,1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,H,8795,0.0,0.0,5159,3452,7037,1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,A,0.0,1678,3529,8858,10606,7300,12458,14541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,B,1678,0.0,1850,7179,8928,5621,10779,12862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,C,3529,1850,0.0,5329,7078,3771,8929,11012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,D,8858,7179,5329,0.0,1749,1558,3600,5683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,E,10606,8928,7078,1749,0.0,3307,1851,3934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,F,7300,5621,3771,1558,3307,0.0,5158,7241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,G,12458,10779,8929,3600,1851,5158,0.0,2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,H,14541,12862,11012,5683,3934,7241,2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,A,0.0,0.0,0.0,3837,5620,1697,7296,9191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,D,3837,0.0,0.0,0.0,1783,2140,3459,5354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,E,5620,0.0,0.0,1783,0.0,3923,1676,3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,F,1697,0.0,0.0,2140,3923,0.0,5599,7494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,G,7296,0.0,0.0,3459,1676,5599,0.0,1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,H,9191,0.0,0.0,5354,3571,7494,1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,A,0.0,0.0,0.0,3411,5275,1793,7312,0.0,9070,10818,0.0,12641,14215,15889,0.0
41,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,D,3411,0.0,0.0,0.0,1864,1618,3901,0.0,5659,7407,0.0,9230,10804,12478,0.0
41,E,5275,0.0,0.0,1864,0.0,3482,2037,0.0,3795,5543,0.0,7366,8940,10614,0.0
41,F,1793,0.0,0.0,1618,3482,0.0,5519,0.0,7277,9025,0.0,10848,12422,14096,0.0
41,G,7312,0.0,0.0,3901,2037,5519,0.0,0.0,1758,3506,0.0,5329,6903,8577,0.0
41,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,I,9070,0.0,0.0,5659,3795,7277,1758,0.0,0.0,1748,0.0,3571,5145,6819,0.0
41,J,10818,0.0,0.0,7407,5543,9025,3506,0.0,1748,0.0,0.0,1823,3397,5071,0.0
41,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,L,12641,0.0,0.0,9230,7366,10848,5329,0.0,3571,1823,0.0,0.0,1574,3248,0.0
41,M,14215,0.0,0.0,10804,8940,12422,6903,0.0,5145,3397,0.0,1574,0.0,1674,0.0
41,N,15889,0.0,0.0,12478,10614,14096,8577,0.0,6819,5071,0.0,3248,1674,0.0,0.0
41,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,A,0.0,1869,3514,14400,16236,12506,18206,0.0,19793,21359,23366,0.0,25168,0.0,27084
42,B,1869,0.0,1644,12531,14367,10637,16337,0.0,17924,19490,21497,0.0,23299,0.0,25215
42,C,3514,1644,0.0,10886,12723,8993,14693,0.0,16280,17846,19852,0.0,21655,0.0,23570
42,D,14400,12531,10886,0.0,1836,1894,3806,0.0,5393,6959,8966,0.0,10768,0.0,12684
42,E,16236,14367,12723,1836,0.0,3730,1970,0.0,3557,5123,7130,0.0,8932,0.0,10847
42,F,12506,10637,8993,1894,3730,0.0,5700,0.0,7287,8853,10860,0.0,12662,0.0,14577
42,G,18206,16337,14693,3806,1970,5700,0.0,0.0,1587,3153,5160,0.0,6962,0.0,8877
42,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,I,19793,17924,16280,5393,3557,7287,1587,0.0,0.0,1566,3573,0.0,5375,0.0,7291
42,J,21359,19490,17846,6959,5123,8853,3153,0.0,1566,0.0,2007,0.0,3809,0.0,5724
42,K,23366,21497,19852,8966,7130,10860,5160,0.0,3573,2007,0.0,0.0,1802,0.0,3718
42,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,M,25168,23299,21655,10768,8932,12662,6962,0.0,5375,3809,1802,0.0,0.0,0.0,1916
42,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,O,27084,25215,23570,12684,10847,14577,8877,0.0,7291,5724,3718,0.0,1916,0.0,0.0
43,A,0.0,0.0,0.0,3557,5050,1800,6497,0.0,8393,9891,0.0,11540,13678,15382,0.0
43,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,D,3557,0.0,0.0,0.0,1493,1757,2939,0.0,4835,6334,0.0,7982,10120,11825,0.0
43,E,5050,0.0,0.0,1493,0.0,3250,1447,0.0,3343,4841,0.0,6490,8628,10332,0.0
43,F,1800,0.0,0.0,1757,3250,0.0,4697,0.0,6593,8091,0.0,9740,11878,13582,0.0
43,G,6497,0.0,0.0,2939,1447,4697,0.0,0.0,1896,3394,0.0,5043,7181,8885,0.0
43,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,I,8393,0.0,0.0,4835,3343,6593,1896,0.0,0.0,1499,0.0,3147,5285,6989,0.0
43,J,9891,0.0,0.0,6334,4841,8091,3394,0.0,1499,0.0,0.0,1648,3786,5491,0.0
43,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,L,11540,0.0,0.0,7982,6490,9740,5043,0.0,3147,1648,0.0,0.0,2138,3842,0.0
43,M,13678,0.0,0.0,10120,8628,11878,7181,0.0,5285,3786,0.0,2138,0.0,1705,0.0
43,N,15382,0.0,0.0,11825,10332,13582,8885,0.0,6989,5491,0.0,3842,1705,0.0,0.0
43,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,A,0.0,1633,3466,19133,20808,17304,22647,0.0,24294,26044,0.0,27763,29705,31592,0.0
44,B,1633,0.0,1833,17501,19175,15672,21014,0.0,22662,24411,0.0,26131,28073,29959,0.0
44,C,3466,1833,0.0,15668,17342,13839,19181,0.0,20829,22578,0.0,24298,26240,28126,0.0
44,D,19133,17501,15668,0.0,1675,1829,3513,0.0,5161,6910,0.0,8630,10572,12458,0.0
44,E,20808,19175,17342,1675,0.0,3504,1839,0.0,3486,5236,0.0,6955,8897,10784,0.0
44,F,17304,15672,13839,1829,3504,0.0,5342,0.0,6990,8740,0.0,10459,12401,14287,0.0
44,G,22647,21014,19181,3513,1839,5342,0.0,0.0,1648,3397,0.0,5117,7059,8945,0.0
44,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,I,24294,22662,20829,5161,3486,6990,1648,0.0,0.0,1750,0.0,3469,5411,7297,0.0
44,J,26044,24411,22578,6910,5236,8740,3397,0.0,1750,0.0,0.0,1720,3662,5548,0.0
44,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,L,27763,26131,24298,8630,6955,10459,5117,0.0,3469,1720,0.0,0.0,1942,3828,0.0
44,M,29705,28073,26240,10572,8897,12401,7059,0.0,5411,3662,0.0,1942,0.0,1886,0.0
44,N,31592,29959,28126,12458,10784,14287,8945,0.0,7297,5548,0.0,3828,1886,0.0,0.0
44,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,A,0.0,1670,3422,8681,10618,6795,12533,0.0,14595,16393,18461,0.0,19871,0.0,21881
45,B,1670,0.0,1752,7012,8948,5125,10863,0.0,12925,14723,16791,0.0,18201,0.0,20211
45,C,3422,1752,0.0,5259,7196,3373,9110,0.0,11173,12971,15039,0.0,16449,0.0,18459
45,D,8681,7012,5259,0.0,1937,1886,3851,0.0,5913,7711,9780,0.0,11190,0.0,13200
45,E,10618,8948,7196,1937,0.0,3823,1914,0.0,3977,5775,7843,0.0,9253,0.0,11263
45,F,6795,5125,3373,1886,3823,0.0,5737,0.0,7800,9597,11666,0.0,13076,0.0,15086
45,G,12533,10863,9110,3851,1914,5737,0.0,0.0,2062,3860,5929,0.0,7339,0.0,9348
45,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,I,14595,12925,11173,5913,3977,7800,2062,0.0,0.0,1798,3866,0.0,5276,0.0,7286
45,J,16393,14723,12971,7711,5775,9597,3860,0.0,1798,0.0,2068,0.0,3478,0.0,5488
45,K,18461,16791,15039,9780,7843,11666,5929,0.0,3866,2068,0.0,0.0,1410,0.0,3420
45,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,M,19871,18201,16449,11190,9253,13076,7339,0.0,5276,3478,1410,0.0,0.0,0.0,2010
45,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,O,21881,20211,18459,13200,11263,15086,9348,0.0,7286,5488,3420,0.0,2010,0.0,0.0
46,A,0.0,1842,3723,9060,10976,7138,12585,14394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,B,1842,0.0,1881,7217,9134,5296,10743,12552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,C,3723,1881,0.0,5336,7253,3415,8861,10671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,D,9060,7217,5336,0.0,1917,1921,3525,5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,E,10976,9134,7253,1917,0.0,3838,1609,3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,F,7138,5296,3415,1921,3838,0.0,5446,7256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,G,12585,10743,8861,3525,1609,5446,0.0,1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,H,14394,12552,10671,5334,3418,7256,1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,A,0.0,0.0,0.0,3154,5149,1527,6874,0.0,8668,10448,0.0,12234,14025,0.0,15819
47,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,D,3154,0.0,0.0,0.0,1995,1627,3720,0.0,5514,7294,0.0,9080,10871,0.0,12664
47,E,5149,0.0,0.0,1995,0.0,3622,1725,0.0,3519,5299,0.0,7086,8876,0.0,10670
47,F,1527,0.0,0.0,1627,3622,0.0,5347,0.0,7141,8921,0.0,10707,12498,0.0,14291
47,G,6874,0.0,0.0,3720,1725,5347,0.0,0.0,1794,3574,0.0,5360,7151,0.0,8944
